A,B,C,D,E,F
9.9645,0.5280,8.4824,0.7257,6.7237,8.8629
0.6191,1.1677,0.6900,9.6047,-0.5871,-0.6203
8.3774,1.3643,11.4920,1.6544,9.7953,1.0259
-0.2559,13.3730,7.6932,-1.8314,12.9050,9.3435
7.3030,2.8326,-0.5671,9.6160,8.5873,0.3144
12.9490,10.1990,10.3910,0.0186,9.0011,7.7224
9.7694,0.1301,9.9362,6.6047,0.4243,-3.7690
3.9465,2.9123,11.0500,1.7717,10.2740,9.5423
-0.1872,8.8662,0.8148,1.9572,-0.8605,10.5500
8.2461,-0.6915,11.0600,2.8116,9.5170,7.9325
8.0718,8.4322,-1.3099,-0.3333,15.5480,11.3910
1.2350,2.1442,1.2600,-2.3527,13.7620,-0.1298
0.1410,10.2420,9.5585,2.6722,8.1266,10.7800
1.2381,1.6583,8.8989,-1.2954,11.0940,9.4362
12.1540,8.3382,-2.0121,-0.5581,-1.5032,11.7190
1.4333,1.6116,11.8370,10.2160,10.3230,1.0846
7.4466,1.0884,12.3910,2.4166,8.8437,7.2206
12.4010,-3.1383,-1.9495,12.2290,8.9713,10.6440
-1.2242,8.3903,0.4968,1.2110,0.2347,10.7140
-0.4699,9.5522,1.2740,9.5489,-0.7002,0.5774
-2.1083,13.0590,6.4981,1.2059,11.2130,10.4550
8.5894,-1.0295,10.9280,0.7175,0.7227,11.0440
9.9929,9.0502,9.2344,11.0510,-0.6382,9.1908
-0.6744,3.0805,0.8009,11.3760,-1.3843,6.8563
10.9310,0.3980,8.8407,10.3690,8.5364,11.7250
10.6780,1.1455,12.2280,11.6350,-0.3222,7.4565
-3.1223,0.5631,8.1230,-1.8556,2.1808,9.0788
9.1693,-0.3742,-1.5527,-0.4258,-1.8964,-1.8711
-0.3584,0.9292,11.4140,-0.0838,10.5090,3.0920
10.3420,-0.3835,0.3835,10.7060,-1.7553,-1.9035
2.8312,-0.1621,10.3650,8.1422,10.5050,-1.0519
11.6590,10.2900,10.2290,1.6309,-0.9623,-0.7181
1.8125,-1.0943,12.5380,8.8236,0.2554,0.6394
2.5461,12.5940,9.5099,1.3151,1.1907,0.2439
10.2660,0.5866,9.4898,-0.0808,11.1760,1.4962
-0.1862,-0.1967,10.6940,2.3138,2.3436,0.2251
2.5860,11.0960,10.7980,0.7112,10.1490,10.3980
12.3960,11.7960,10.9380,8.8888,11.6430,10.1770
-1.6403,11.0330,2.2356,12.5960,0.7962,-0.0851
-3.0677,11.2160,-1.4457,10.0120,-0.1615,12.6170
12.2670,0.2796,-0.5649,1.1287,10.3880,0.9895
10.1550,-1.5983,-1.7314,11.0130,12.5630,1.2568
7.9347,-2.0205,0.0240,14.2950,-2.2243,11.2110
-3.4893,1.3871,11.2760,-2.5869,-2.3015,8.8136
2.0960,-3.7175,0.4474,-2.3913,4.8862,1.3412
7.9957,9.3574,-1.2762,-1.2367,-0.0381,0.6782
0.2979,7.9582,10.5520,7.9185,0.0042,11.0740
2.5995,11.0850,2.4204,12.5470,11.1550,-2.8440
10.9120,8.3515,0.4984,-1.8982,-1.4314,-0.6053
0.7927,10.4550,0.4340,9.4250,-0.2752,2.6265
13.2550,1.6681,-1.3852,0.0826,11.4380,11.6450
8.6366,0.7575,11.7860,9.6162,-0.5651,10.9040
-0.7384,0.8647,0.9759,11.2390,9.4511,9.0565
13.1010,10.7910,7.9174,-0.9650,-1.8175,11.1020
8.4229,-1.1826,0.2007,8.6002,11.0600,9.5524
0.9593,0.3281,11.7990,10.0470,7.6762,3.3125
9.4445,-0.7275,12.0480,-0.8365,9.8807,8.7499
9.8182,0.8857,9.7554,-2.3147,9.9228,0.0030
6.2375,1.8533,10.4690,1.1364,10.4890,2.1165
10.4090,-0.8282,10.3610,10.5060,-1.5066,2.2930
-0.9805,-1.4532,11.9180,8.8699,10.7840,12.0320
-1.9202,9.2907,8.4370,9.7907,10.1760,-2.5334
-1.3081,9.8952,10.1690,-2.9504,0.6673,10.9500
-1.8769,8.8502,0.6575,9.2929,12.4360,10.0990
11.0660,8.5962,10.1070,-0.0143,8.6896,0.6352
3.7732,11.5450,0.5428,-2.8049,1.4219,-2.0061
0.9221,7.8863,8.3949,12.9700,-1.6245,7.8440
9.5159,0.2341,1.2758,-2.2613,-3.4932,9.9197
9.7661,-0.9007,10.9070,-1.4800,8.6824,10.7710
10.0040,9.2871,9.6836,-0.3330,-1.8372,0.0471
8.8402,-2.2509,1.4096,11.3060,-0.1115,0.8473
-1.0528,11.1470,11.5220,8.5770,8.7137,12.0710
2.3281,3.2331,2.5308,-1.9656,9.2611,0.2321
8.1879,-0.9139,-0.2644,0.4758,8.9080,9.1610
13.2010,9.8228,3.1200,0.6004,12.5170,0.8209
0.6578,8.7606,11.0450,-1.7670,1.0329,14.7260
0.8607,12.5050,-0.2451,1.3642,10.2820,12.3530
8.3269,11.3950,1.8720,10.1590,10.3320,-0.6801
9.7280,10.7700,7.2092,7.6508,3.5096,3.2333
-2.0685,-0.1856,11.0980,1.7241,6.6823,9.2366
2.3662,9.8918,9.7165,10.0820,1.3202,12.8760
9.0253,10.5210,-1.1069,-1.0106,-0.9114,11.3750
-0.1628,9.3036,-1.0107,1.4272,-1.8452,-2.1352
10.6630,2.0473,9.1895,-1.3640,1.0004,0.7896
0.9859,0.3485,10.6010,10.2130,12.2160,8.6344
0.7774,8.8703,0.1126,9.7039,11.4540,10.1550
12.4130,-1.7921,12.8030,0.9330,-3.1975,8.5907
11.7880,9.5865,10.1860,10.7420,1.9471,12.2020
9.0248,8.2633,9.5685,10.8580,11.5760,9.6118
3.2115,1.3330,10.3760,10.1430,12.0410,-3.7996
11.7930,1.9150,0.9146,0.6135,8.1008,10.0080
8.6835,9.2226,-5.1747,13.2780,11.7710,11.3400
-0.4413,12.6660,-1.8329,-1.6017,9.0214,10.1750
9.5988,1.6021,-0.5098,10.2760,-0.6498,1.8542
-0.3008,11.7570,10.2950,8.3400,0.2571,-0.2683
8.3138,7.3411,9.4168,-0.0360,0.8208,10.7310
10.3120,9.0704,8.8187,-1.4400,0.4816,7.1759
-5.0560,-1.9420,0.3212,8.8586,10.9620,9.9587
7.7315,10.3580,6.8409,10.3200,-1.1683,10.4260
9.6102,9.3604,-2.8511,0.5534,3.4128,0.9824
-1.8673,9.3005,0.2724,-2.5525,-0.6033,9.5172
8.8632,10.1760,7.4154,1.2466,-1.4549,-0.9249
2.0628,10.3670,9.5783,10.2990,0.5962,1.9630
10.0770,2.9334,3.4304,-2.4150,2.3578,1.1419
13.5110,-0.6870,1.5469,0.0139,10.4160,9.4558
1.3406,10.0870,-0.1664,0.5196,10.1030,6.2778
10.2520,10.3600,10.6230,7.6010,8.5379,9.2372
-1.9429,8.7390,3.1004,-0.8890,6.7882,-1.1197
3.5886,-2.8368,1.3287,9.9963,-0.0896,9.4123
10.6130,9.4353,8.0632,7.3247,7.6947,9.0398
12.6800,0.1536,11.2570,-2.6119,0.1981,-1.5910
9.4331,0.6273,10.3830,11.2330,-1.6721,2.6261
7.8797,-1.2339,-1.1942,12.0740,0.0656,7.2978
13.4850,3.0915,-2.2367,8.2288,10.4240,9.7705
6.9341,10.2940,2.5564,9.7967,10.0800,-1.9336
9.5105,10.2020,10.3050,9.1017,1.1150,14.3000
-0.0290,9.2466,-2.1394,-0.3027,7.3091,1.0521
7.1534,0.5420,10.9240,-1.8186,-0.8387,1.3858
9.7215,12.1460,11.0820,-2.2778,9.7138,-2.9398
8.1305,0.4624,0.2012,-1.0166,1.1422,11.5880
10.4880,8.9672,-0.2200,-1.7961,0.9402,0.2583
1.3094,-0.2136,9.5141,11.5840,9.1200,11.8890
9.0994,9.9787,10.6650,10.8900,0.5380,10.5800
1.8171,9.4482,0.4655,2.6956,8.4610,9.1653
-0.2823,-0.4850,-1.8011,8.7437,8.3020,2.2274
-0.3095,0.5741,10.9390,-0.9868,11.4450,0.4357
10.6240,0.6103,-1.2884,10.7320,12.6010,12.5930
9.1790,11.0920,9.1031,0.7040,11.4080,1.1109
0.0719,10.6790,1.8140,8.3172,-2.0151,-1.1444
0.4591,10.5290,-3.8019,9.4198,10.3650,0.4757
-0.8197,8.9903,11.8440,2.0116,12.1080,12.1920
1.1810,0.7530,0.7906,11.1630,-0.1316,0.4922
-0.4883,-0.8392,-0.2665,9.2311,1.6926,9.6517
-2.2996,-1.6298,-0.4639,11.8250,10.2730,9.6598
10.7540,12.0660,-1.2078,10.8260,-1.5385,1.6869
9.4288,10.7830,8.2856,-0.2492,-0.1615,2.0850
-1.7266,-2.1505,-2.2287,0.7632,9.1111,-2.2264
10.0760,10.1930,12.3310,12.4360,2.3881,-3.1048
9.5842,-1.1667,7.5002,9.6389,6.8822,9.5237
0.3574,9.9506,1.6489,0.2315,1.6124,11.8750
10.1510,10.8630,7.6200,11.2270,1.1801,1.6515
11.7590,9.5402,-0.0221,0.0789,12.2340,7.6691
8.0794,10.6160,0.5760,11.9620,-0.6189,10.6520
11.5500,10.9830,-1.6184,-1.8195,-0.3175,9.7213
12.2650,-1.4841,11.7890,9.2882,9.9957,9.0170
11.0390,2.3533,-2.5156,7.1359,10.2700,1.6157
1.0266,0.1330,0.0775,11.2440,-0.2375,1.8828
10.9710,-1.0595,11.4020,10.5070,-0.3692,1.0668
8.4759,11.6710,-1.1188,-1.5374,-0.6052,8.1022
10.1730,9.0071,11.2000,13.0100,-1.7809,1.6727
-1.7663,7.4231,0.5203,2.9617,0.3821,11.0270
9.0825,-0.9044,-0.2146,10.3320,9.8640,9.2762
9.9647,1.7866,10.0200,10.3950,0.3478,12.4940
-3.8318,2.7058,0.9267,6.9622,-0.1368,-1.3242
0.4243,11.1680,10.5960,0.7786,8.6475,-1.5223
2.0076,6.9824,-0.0060,4.4568,-0.9154,1.3629
10.3810,-1.2053,10.3210,8.9654,12.6090,7.1509
-3.0330,11.5470,11.5720,0.3400,-0.6503,-0.5646
10.9910,10.2760,8.5092,7.4352,-0.2414,1.3648
6.4055,7.9257,2.3940,1.3003,0.5208,12.3090
-1.5903,-0.3818,11.2830,-1.6951,8.5498,11.1090
-2.4911,-2.2283,-0.0415,2.8512,0.7399,0.3509
-3.1044,3.0374,9.4065,9.7909,10.9190,8.5705
0.3220,11.9710,-0.8378,10.3580,1.0588,10.4120
0.2796,-0.0456,-1.2974,10.1810,10.9920,9.2881
0.8234,7.5439,7.1968,-0.4459,9.8625,-1.6261
9.2067,2.3267,7.3447,0.7693,2.6081,-2.0062
11.2250,-0.0787,10.9300,10.1230,11.7110,-0.2555
13.6020,2.3603,-4.3724,-1.3656,8.2779,2.4982
8.5379,11.4090,10.2970,10.9840,10.7760,-1.1449
2.1204,-0.5324,2.6615,7.9139,11.3100,12.9480
11.8530,3.8324,9.4125,12.1350,9.5667,9.5122
10.3650,13.1570,9.4036,-1.7215,2.1831,8.1602
0.1911,1.8132,-1.4589,-1.2522,12.2540,9.0774
9.3528,2.6128,10.1770,0.3794,11.6790,10.5720
9.9526,0.9702,-0.3513,2.0934,2.0394,10.6110
0.3899,-0.4308,0.3079,8.4488,-2.1418,0.3224
1.2908,-0.8933,1.7732,10.1720,10.4520,9.2292
0.2954,4.1452,-4.8411,10.9210,-0.5505,0.5271
0.8049,12.3230,0.2390,7.9808,-1.0206,-1.7194
10.3130,-0.8110,8.4299,8.7356,1.4093,-2.5508
-1.8635,-0.1848,11.8420,11.9990,1.9599,9.9127
-1.0020,-0.7168,0.4491,-1.1867,-1.4242,10.1690
0.5277,-1.9373,11.1330,-3.4045,10.3990,-2.7026
1.5672,0.4120,0.6613,10.6200,-1.0248,8.9817
10.9800,1.1376,10.8500,9.6349,0.4724,0.5653
1.5828,14.3160,11.0900,9.0851,12.5060,8.8258
-1.0264,1.9605,-1.3373,-1.0963,11.5030,0.0490
9.4513,0.6544,0.4930,-0.4074,0.5227,9.9398
11.2810,-2.6136,10.2370,2.8812,1.5921,-1.5562
1.4571,0.4887,4.0483,10.4710,9.0222,-1.0699
0.2289,12.1320,10.4750,9.8996,7.2998,10.2060
1.3523,-0.8992,12.4530,11.1870,12.2500,7.8055
5.1692,0.9751,12.5230,11.2490,-0.0615,11.6010
10.9800,10.7130,-0.2549,12.4140,-2.0006,0.0991
13.1190,11.0470,-1.2287,7.7857,-0.0587,-0.4758
9.7104,11.0260,1.3078,1.8995,0.9478,10.0960
10.5370,9.8069,2.1572,7.2784,12.0610,-1.1311
0.7104,-3.0472,10.0490,1.6911,9.7826,-1.8711
-0.0700,9.8826,-0.6156,11.3390,2.6594,10.3870
-2.0368,-1.2766,10.9520,-3.4610,1.6523,0.7775
2.3943,9.7867,-1.3758,1.7182,9.3489,-1.0500
11.6320,-3.9019,-1.7573,-1.0558,0.6761,-0.8082
10.8800,0.6160,10.3640,6.2485,12.1430,7.1436
1.2536,9.1041,8.4219,2.2281,-0.2759,0.0155
-2.6245,11.2400,6.5599,7.2502,0.9801,9.9554
-1.0091,10.5420,7.9758,12.0190,-0.8819,10.0370
7.4684,-2.0349,10.0280,11.4850,12.6380,11.8480
1.2023,3.9009,9.1444,10.9890,9.9947,9.9524
1.8367,-1.4165,8.6671,-0.5152,-3.5445,11.0360
10.3890,1.3089,6.5327,11.2630,11.7390,12.5800
8.8597,9.3701,11.4960,0.3736,-4.5145,1.2857
7.5415,8.5522,-1.6215,0.8444,9.8523,6.8607
0.6825,8.2478,7.4761,9.5553,-2.7025,10.4600
12.2820,0.8732,-0.1396,-3.5182,-0.5279,10.0240
10.4430,0.6362,8.7501,11.1060,10.9950,1.1494
12.1730,0.6383,10.6480,-0.6552,-0.0779,0.7533
10.7740,10.6290,8.4176,8.3825,10.1490,10.3450
13.6080,-2.2364,9.2688,12.8020,8.2209,-1.4874
0.2675,0.9993,9.6241,-2.4529,9.3027,13.5370
-0.5814,11.5610,13.8460,-1.2691,-0.3398,11.4820
-1.7851,-1.0120,1.8056,-0.3220,0.9369,-2.3990
-0.8016,-0.0637,10.3260,9.7018,9.2944,8.3063
10.2450,3.3352,11.7660,-0.5229,0.4008,2.3827
-0.2611,9.8874,10.0320,-1.0247,-2.5108,-1.7662
10.7000,13.7470,8.5338,9.9892,2.8655,8.2254
2.0555,10.6530,9.0503,2.8063,5.6801,0.0933
10.1790,-1.4946,-1.3969,-0.6926,-3.0518,11.4380
-1.5069,8.1121,0.3443,7.2047,3.1814,-0.0125
0.5361,9.8651,10.6550,7.7900,-2.7746,-1.1526
10.5910,8.9808,0.0068,-1.7428,8.9816,10.5910
9.6114,9.9800,7.3634,-1.1246,12.2890,0.0100
10.6940,10.9840,11.3370,8.5369,10.5400,1.2303
-0.8959,7.3018,2.5881,10.4600,10.1890,-0.7337
2.0178,10.8160,9.7034,-0.3532,9.5499,10.8070
0.2240,8.7504,0.5123,-3.3095,2.3320,-2.8231
-1.3094,1.4218,-1.0908,9.8123,8.1205,-0.0978
1.0037,9.6878,10.7320,11.2760,1.9765,-1.1548
0.7099,-0.5823,9.4074,0.6494,0.5370,0.3730
-2.8748,-1.2502,-0.4070,9.6683,9.1366,2.4948
11.3540,9.9571,9.9020,2.7576,8.3252,10.3330
-2.0763,2.5649,11.3590,0.0881,-1.6062,10.2350
9.0243,-1.7398,10.7180,0.5723,9.1770,-0.8842
-1.5414,12.5300,12.3480,10.2350,0.0068,11.1190
7.9340,11.0360,-0.4562,3.7217,-1.9839,-1.0380
8.6652,10.1540,9.5001,0.5221,7.7709,-1.4795
-0.9805,0.2925,-0.4616,0.3209,9.2196,8.5737
0.2792,10.0450,9.3776,-1.5253,7.4523,-1.4854
8.5981,10.7330,-3.0317,11.4520,-0.9725,0.1185
10.8790,-0.2662,8.6305,8.2544,12.2020,0.9436
9.1200,11.2060,8.4337,1.3299,-2.4609,0.0657
0.7580,11.8700,8.7919,0.6696,11.7630,0.0191
9.4820,0.1740,10.6860,1.7169,1.2854,1.7369
11.1750,9.5057,2.4959,9.1330,11.1380,2.5289
8.7897,-0.6295,10.4660,9.9215,-0.6296,10.6720
-0.1816,1.2273,9.9489,2.5987,-1.3705,8.9562
0.1167,4.7256,9.0624,8.9311,10.0840,-0.0018
0.5931,1.1926,9.2943,8.9170,0.7619,8.9707
-3.5027,0.6574,13.0280,9.7470,8.5674,9.7981
1.1818,12.0510,-0.4642,-1.5203,2.1598,12.1780
12.5110,10.8810,1.7705,-0.3116,0.5219,-2.2522
12.4320,-0.4299,-2.2329,1.5830,9.8883,-0.4370
8.9003,-0.2125,1.9540,0.9799,9.2904,0.6749
12.4030,11.0130,9.1496,10.3450,3.2543,-0.5392
10.2320,12.7010,10.8220,10.0320,11.4330,9.3018
11.1460,2.2650,-2.0231,8.8991,1.7152,9.1022
-0.9341,12.0200,7.8689,-1.2023,-0.0456,-1.6164
9.0100,9.4729,8.7759,1.5940,11.1140,9.9750
0.9474,2.9712,1.9601,6.9022,8.7840,0.9125
2.7639,11.1310,0.9734,0.4759,9.8936,11.0360
9.7125,-3.9077,1.0719,-0.7097,-1.6214,11.8900
8.0396,9.1190,1.6105,0.0646,-1.4737,10.1780
11.3810,1.0376,9.8444,9.8378,9.6805,11.1780
11.7840,-1.0078,0.6719,0.9651,0.3194,11.4500
10.3170,0.4017,8.3613,10.4280,2.0033,9.7648
7.8945,-3.3085,9.5806,-0.0538,9.9418,1.9054
9.8857,12.1990,0.6689,-1.5167,-1.2059,-1.7732
2.3300,0.0466,9.3706,8.9909,-1.4098,-1.0524
11.5080,7.2921,8.1867,-1.2777,3.3344,-0.2062
8.9942,10.2330,2.2595,1.8389,9.5713,-1.7242
1.3009,0.8679,-1.8440,0.9096,9.0079,-0.6424
6.7123,-0.1963,8.7643,-1.2742,11.8390,-1.8497
6.0976,10.3410,12.4910,-2.7961,2.3267,1.6694
12.5340,12.0380,-0.2493,9.2217,-0.6050,9.5410
9.0777,7.4126,11.2110,11.5710,10.9030,0.2276
10.4120,9.2217,1.4715,1.0260,9.8571,6.8966
11.3380,11.5320,10.1010,-0.3174,9.3488,10.6450
8.1828,8.9722,10.4700,12.7760,-0.9099,2.3129
0.4665,8.9401,2.1062,8.5919,10.7920,-0.1804
11.6610,9.7113,9.3367,0.6024,10.7180,9.5189
1.2882,1.0297,10.5510,0.3062,8.4950,-1.0861
7.8141,9.8676,10.7840,1.4749,8.6095,6.7731
9.4573,10.3100,-0.7136,1.2912,9.4076,11.7050
10.3060,7.5757,9.9676,13.1400,-0.9553,9.9956
1.4987,12.3850,8.8473,-0.2072,9.7247,1.0985
8.9286,-1.0836,9.3212,12.4490,-2.4854,8.8151
11.0590,12.9010,10.3340,-1.7668,-0.4228,11.9150
9.8806,10.1290,10.1320,9.5814,0.7709,1.5944
11.4160,10.8850,9.2667,1.1540,-0.6424,0.1749
0.2759,9.7691,0.2746,9.3697,-1.6324,-4.5146
1.2687,10.6890,-0.6942,11.1240,10.6360,-2.6536
12.7070,10.7740,-2.4964,7.1966,0.1575,-2.4409
10.3010,-1.5127,-0.7564,-1.6089,-3.6179,8.8515
0.1563,9.3049,-1.1153,10.5720,-0.8130,8.7111
1.6425,10.8160,12.8030,1.0644,9.2729,6.3612
9.3096,9.5755,7.6232,7.7578,-1.9313,0.5103
11.0660,11.3780,10.8950,8.1971,1.7276,8.7489
10.7330,9.5468,11.2770,0.3555,12.3580,1.4077
2.2377,11.4780,8.0380,10.3920,1.8510,-2.4329
10.3850,-0.2224,0.8657,-0.2833,10.8720,0.8945
-2.6662,-0.3258,-1.1188,0.8934,0.3349,9.2984
8.9813,0.1849,-1.3387,10.4270,1.1084,11.0100
11.1090,7.8723,2.2016,8.7100,6.1452,2.0831
8.7682,-0.9814,-0.4116,2.2177,-0.5750,10.9300
10.8380,1.9016,-0.1202,-0.5978,-0.1423,1.2120
5.7915,1.4991,11.5720,9.4855,6.7206,10.0100
0.0179,10.7090,0.2346,0.7631,10.3030,-0.9795
-2.9370,10.0400,-0.6984,9.8756,1.5706,7.8855
11.9230,10.5470,13.2700,6.0356,7.0200,1.1205
8.9393,-0.2839,0.7016,10.5560,-2.6642,1.2377
0.9052,3.6329,10.9270,11.8620,11.3100,11.2340
1.2208,9.0348,10.6090,-3.0092,1.0403,0.8948
7.7367,10.3070,-2.1715,8.1368,0.5927,11.6210
10.8840,8.7902,0.7623,-2.1411,9.4333,8.1390
1.9441,3.4234,-0.2741,0.5330,1.3709,11.2490
1.3513,8.6579,8.5001,11.5790,1.1281,3.5273
6.6399,-2.4103,9.9522,1.4509,9.9024,10.7900
10.8690,10.5210,10.2170,0.4593,11.0450,-1.7105
-0.0177,11.7050,1.6026,10.0310,-0.6877,8.7674
10.2420,10.7540,9.8973,8.0514,8.9580,1.0089
11.3890,0.3803,-1.0896,1.5490,2.1543,1.0895
-0.1350,-1.1470,0.8661,1.9592,0.5092,2.0382
11.1210,-1.3671,11.7950,10.5340,1.5111,-0.9633
-0.4022,10.3300,8.7437,-0.6701,11.7140,-1.1120
10.7080,1.0164,10.4500,10.5300,10.8290,8.8876
2.7727,-1.3740,-3.3371,1.1424,9.6718,-2.0652
10.0140,-1.1599,0.7729,0.3928,11.4860,3.3163
-0.7010,10.6550,-0.7902,1.3554,7.4893,7.7286
7.5900,0.7680,2.6262,9.6417,7.9137,1.5703
2.1282,1.6463,0.5201,8.3460,6.8313,13.1580
9.5016,11.7830,12.2760,1.7672,10.5680,10.2220
9.7022,9.9830,6.3298,9.6973,-0.9228,-2.5878
-0.2496,9.2320,-0.4942,8.4017,10.8260,1.5003
2.9816,0.9283,-1.6536,0.6107,0.4045,-0.0079
1.1919,-0.1196,-1.9098,12.3080,8.4398,9.7856
13.8340,0.1269,10.7630,9.1433,9.0072,10.4520
0.7994,10.7200,-1.7991,-0.7271,7.7197,3.0307
-3.2580,0.1011,11.1180,9.6003,0.0543,9.0714
-0.9305,9.3001,-2.1110,0.1215,10.2920,-1.3636
9.6072,1.8043,8.4023,-0.6963,10.7780,0.6620
2.9959,8.4216,-4.2705,8.9744,2.4678,10.0300
9.7851,10.4760,1.9791,9.8484,-3.3472,2.0812
2.1715,-1.1423,1.3815,8.6291,0.8532,9.4234
2.2685,-2.1762,11.7340,-0.9545,8.3367,13.7420
-2.7268,8.6368,11.2550,1.0776,10.0130,10.7770
12.0930,-0.4528,10.6880,1.6399,4.0839,1.1968
9.0824,1.1279,1.7593,1.3037,-0.1750,-0.2976
11.1490,1.2784,12.1960,0.7237,-1.9828,6.4978
1.5093,0.7687,8.7994,9.8730,0.3007,11.8780
2.4108,8.9979,8.5385,9.6997,12.5730,-1.7192
0.5648,12.2750,9.2236,11.4650,12.9360,6.2039
10.1970,10.1690,8.6240,-1.2279,11.3090,9.9249
9.8683,12.1560,10.8600,12.2970,-2.9202,0.1720
-3.7124,10.1030,1.1283,2.7620,13.1420,9.4629
8.7968,1.0935,0.3606,9.2741,9.3068,12.5550
9.3908,1.2365,1.0227,8.6947,0.0389,10.5510
9.0959,-2.5362,10.8820,1.7077,1.2627,9.6366
1.0684,-0.1171,-0.1371,9.7771,1.5522,8.9342
-2.3076,7.3011,11.0500,11.0850,9.0498,0.0106
6.5930,0.7718,11.2600,-0.3641,11.0350,11.2300
-1.5756,2.7590,9.9013,7.5799,8.4713,1.3475
9.6194,-2.3883,12.6360,2.8425,11.0520,10.4050
10.9410,11.0980,8.9671,-0.2452,-1.5175,10.8750
1.2697,-0.7039,1.6932,-0.0522,9.4795,8.6755
1.1974,10.0240,-2.0132,-0.8414,1.3924,10.8270
3.7994,11.5220,1.6814,10.8920,8.4121,9.6360
2.8431,5.1907,12.4430,8.6088,10.9820,9.0688
2.6648,-0.3062,7.8377,3.2972,-0.4459,-1.7575
10.2160,12.4300,10.7710,2.1917,-1.0094,-0.7787
-2.0778,0.1978,1.7984,9.9736,1.6012,8.8203
6.5413,-1.3039,7.2604,0.8143,8.5138,1.4670
7.3541,2.5286,0.6632,9.9896,-1.2856,9.7016
-2.7385,11.4510,9.9119,-2.5884,11.2420,-0.7735
9.6611,10.3880,0.6241,-0.0435,1.2127,3.4801
7.3660,1.7578,8.9139,8.7320,9.2361,0.4792
-1.5892,12.5190,10.2920,-0.5800,8.8311,1.6513
10.5440,-1.7441,12.3510,-0.7992,10.7230,0.2435
2.4597,0.5634,-4.8809,8.6471,0.7484,12.7190
8.7863,0.6017,2.1441,0.7086,-0.5480,-0.5529
-1.3085,1.9292,9.5552,-1.7861,0.2573,0.0440
0.8817,1.0621,9.0874,9.9774,1.8484,7.9953
-1.1193,-3.1323,1.8240,-0.8325,-0.5392,12.2430
-1.1331,-1.3197,-0.4378,0.1397,-1.0383,-0.9105
1.7517,-0.0940,12.5880,-1.7314,10.6390,2.3836
11.9610,9.2736,1.4092,3.0794,13.1900,0.1721
10.7900,1.1945,0.8112,-0.9217,1.1460,-0.5166
-0.5411,0.7089,9.1998,8.1735,9.4036,8.4897
0.9750,-0.8967,10.2340,1.5996,-5.3351,8.9001
8.6151,8.1698,9.4696,9.8052,0.6762,11.0640
11.4850,-1.4161,-0.0178,10.1120,10.2600,10.5860
-0.1078,10.7830,7.1116,6.6029,0.3277,8.0741
7.1396,10.2370,10.7840,7.6331,-0.2368,7.7690
-2.3359,10.9870,-0.2491,13.2050,10.8760,-0.3762
12.2390,11.9020,10.4360,10.0760,10.2720,10.1240
0.5426,10.1090,10.5890,2.4605,12.3400,9.3985
13.4080,-2.2346,13.0510,1.9555,9.9555,0.3561
-1.5583,12.7270,9.9631,0.3518,-0.7709,0.8434
0.0783,2.5797,0.5114,6.2660,0.5767,8.4118
-2.6191,10.7060,-1.0569,-1.6761,10.6550,8.5288
6.3412,9.2889,12.4170,8.5801,0.9165,10.5020
-1.1202,-0.7906,1.3416,0.7149,3.2346,10.7040
8.9372,8.5113,-0.7969,7.5893,1.4229,9.4553
-0.8032,11.7680,11.7000,13.3080,10.4750,-0.1352
11.3570,0.5833,12.9850,-0.2942,-2.0030,6.4645
1.6382,-1.1373,11.1600,-0.5766,11.5840,-1.3949
10.0670,11.5530,9.3713,9.8252,-2.6679,9.0080
10.4820,13.2790,9.8471,11.1470,1.5630,-0.8478
8.9772,-1.7306,-1.7346,11.1260,-1.1118,1.5914
10.9620,11.0520,0.1705,-0.1785,7.7956,14.3860
10.4860,2.0986,2.6252,1.0514,6.8478,13.2800
1.9018,-0.7959,10.5680,6.5703,7.5363,7.7702
9.4861,-0.3099,1.2454,9.4506,8.3433,0.8473
7.9120,0.4050,11.0600,10.3560,7.9651,8.4652
10.0040,3.0483,1.7969,1.6454,10.7970,9.8706
-0.9150,1.3192,9.5914,-1.3117,10.6220,-0.7370
10.7920,9.9825,0.2488,0.7458,3.1435,-3.0172
-1.2573,2.3766,-1.5571,8.7372,-1.7926,10.8750
9.9622,9.0757,8.8121,3.1259,9.9228,9.8540
-0.6545,-0.9285,-0.1420,1.4751,9.9090,13.4590
-0.1635,11.5660,-1.7727,0.0953,1.0632,1.9650
11.0460,0.7766,-0.9447,10.2380,-0.2217,-0.5206
-1.0839,10.0260,7.0906,8.6155,-0.4654,10.3010
0.2294,2.3793,0.3766,8.4489,-0.1387,11.7110
10.9120,9.0577,-1.7513,1.9670,10.1630,-1.2134
0.3646,-1.9887,9.7666,11.5590,-0.2505,2.8154
8.9367,0.3473,-1.8992,-1.8799,0.2876,9.6292
-1.4919,-1.1278,9.6121,9.4635,10.9100,11.0480
0.6860,11.4730,10.2920,10.6000,-1.8204,10.4290
12.1120,2.2057,11.3110,10.1140,-0.5347,0.0275
-0.4187,11.3690,0.2958,-0.8196,7.8366,-0.4739
8.6859,-3.1708,10.6250,9.1668,12.2760,11.9280
10.2520,10.8170,-0.8520,12.0060,0.1773,6.4172
-1.9207,0.4049,-1.3191,-0.0375,0.5809,11.5100
-0.0208,10.5500,1.8647,8.3222,-1.0030,11.3400
-0.8593,0.3159,1.7548,11.7510,-1.4652,-1.4821
